,,,,,,walltime_used
resources_used.cput=00:26:27,=00:26:27,=00:26:27,00:26:27,00,26:27,1587
resources_used.cput=00:26:28,=00:26:28,=00:26:28,00:26:28,00,26:28,1588
resources_used.cput=00:26:28,=00:26:28,=00:26:28,00:26:28,00,26:28,1588
resources_used.cput=00:26:28,=00:26:28,=00:26:28,00:26:28,00,26:28,1588
resources_used.cput=00:26:29,=00:26:29,=00:26:29,00:26:29,00,26:29,1589
resources_used.cput=00:26:29,=00:26:29,=00:26:29,00:26:29,00,26:29,1589
resources_used.cput=00:26:29,=00:26:29,=00:26:29,00:26:29,00,26:29,1589
resources_used.cput=00:26:30,=00:26:30,=00:26:30,00:26:30,00,26:30,1590
resources_used.cput=00:26:30,=00:26:30,=00:26:30,00:26:30,00,26:30,1590
resources_used.cput=00:26:30,=00:26:30,=00:26:30,00:26:30,00,26:30,1590
resources_used.cput=00:26:31,=00:26:31,=00:26:31,00:26:31,00,26:31,1591
resources_used.cput=00:26:32,=00:26:32,=00:26:32,00:26:32,00,26:32,1592
resources_used.cput=00:26:32,=00:26:32,=00:26:32,00:26:32,00,26:32,1592
resources_used.cput=00:26:33,=00:26:33,=00:26:33,00:26:33,00,26:33,1593
resources_used.cput=00:26:33,=00:26:33,=00:26:33,00:26:33,00,26:33,1593
resources_used.cput=00:26:33,=00:26:33,=00:26:33,00:26:33,00,26:33,1593
resources_used.cput=00:26:33,=00:26:33,=00:26:33,00:26:33,00,26:33,1593
resources_used.cput=00:26:34,=00:26:34,=00:26:34,00:26:34,00,26:34,1594
resources_used.cput=00:26:34,=00:26:34,=00:26:34,00:26:34,00,26:34,1594
resources_used.cput=00:26:35,=00:26:35,=00:26:35,00:26:35,00,26:35,1595
resources_used.cput=00:26:35,=00:26:35,=00:26:35,00:26:35,00,26:35,1595
resources_used.cput=00:26:36,=00:26:36,=00:26:36,00:26:36,00,26:36,1596
resources_used.cput=00:26:36,=00:26:36,=00:26:36,00:26:36,00,26:36,1596
resources_used.cput=00:26:37,=00:26:37,=00:26:37,00:26:37,00,26:37,1597
resources_used.cput=00:26:37,=00:26:37,=00:26:37,00:26:37,00,26:37,1597
resources_used.cput=00:26:37,=00:26:37,=00:26:37,00:26:37,00,26:37,1597
resources_used.cput=00:26:37,=00:26:37,=00:26:37,00:26:37,00,26:37,1597
resources_used.cput=00:26:37,=00:26:37,=00:26:37,00:26:37,00,26:37,1597
resources_used.cput=00:26:38,=00:26:38,=00:26:38,00:26:38,00,26:38,1598
resources_used.cput=00:26:38,=00:26:38,=00:26:38,00:26:38,00,26:38,1598
resources_used.cput=00:26:39,=00:26:39,=00:26:39,00:26:39,00,26:39,1599
resources_used.cput=00:26:39,=00:26:39,=00:26:39,00:26:39,00,26:39,1599
resources_used.cput=00:26:40,=00:26:40,=00:26:40,00:26:40,00,26:40,1600
resources_used.cput=00:26:40,=00:26:40,=00:26:40,00:26:40,00,26:40,1600
resources_used.cput=00:26:40,=00:26:40,=00:26:40,00:26:40,00,26:40,1600
resources_used.cput=00:26:40,=00:26:40,=00:26:40,00:26:40,00,26:40,1600
resources_used.cput=00:26:40,=00:26:40,=00:26:40,00:26:40,00,26:40,1600
resources_used.cput=00:26:40,=00:26:40,=00:26:40,00:26:40,00,26:40,1600
resources_used.cput=00:26:41,=00:26:41,=00:26:41,00:26:41,00,26:41,1601
resources_used.cput=00:26:41,=00:26:41,=00:26:41,00:26:41,00,26:41,1601
resources_used.cput=00:26:41,=00:26:41,=00:26:41,00:26:41,00,26:41,1601
resources_used.cput=00:26:41,=00:26:41,=00:26:41,00:26:41,00,26:41,1601
resources_used.cput=00:26:42,=00:26:42,=00:26:42,00:26:42,00,26:42,1602
resources_used.cput=00:26:42,=00:26:42,=00:26:42,00:26:42,00,26:42,1602
resources_used.cput=00:26:43,=00:26:43,=00:26:43,00:26:43,00,26:43,1603
resources_used.cput=00:26:43,=00:26:43,=00:26:43,00:26:43,00,26:43,1603
resources_used.cput=00:26:43,=00:26:43,=00:26:43,00:26:43,00,26:43,1603
resources_used.cput=00:26:44,=00:26:44,=00:26:44,00:26:44,00,26:44,1604
resources_used.cput=00:26:44,=00:26:44,=00:26:44,00:26:44,00,26:44,1604
resources_used.cput=00:26:45,=00:26:45,=00:26:45,00:26:45,00,26:45,1605
resources_used.cput=00:26:45,=00:26:45,=00:26:45,00:26:45,00,26:45,1605
resources_used.cput=00:26:46,=00:26:46,=00:26:46,00:26:46,00,26:46,1606
resources_used.cput=00:26:46,=00:26:46,=00:26:46,00:26:46,00,26:46,1606
resources_used.cput=00:26:46,=00:26:46,=00:26:46,00:26:46,00,26:46,1606
resources_used.cput=00:26:46,=00:26:46,=00:26:46,00:26:46,00,26:46,1606
resources_used.cput=00:26:46,=00:26:46,=00:26:46,00:26:46,00,26:46,1606
resources_used.cput=00:26:47,=00:26:47,=00:26:47,00:26:47,00,26:47,1607
resources_used.cput=00:26:47,=00:26:47,=00:26:47,00:26:47,00,26:47,1607
resources_used.cput=00:26:48,=00:26:48,=00:26:48,00:26:48,00,26:48,1608
resources_used.cput=00:26:48,=00:26:48,=00:26:48,00:26:48,00,26:48,1608
resources_used.cput=00:26:48,=00:26:48,=00:26:48,00:26:48,00,26:48,1608
resources_used.cput=00:26:49,=00:26:49,=00:26:49,00:26:49,00,26:49,1609
resources_used.cput=00:26:49,=00:26:49,=00:26:49,00:26:49,00,26:49,1609
resources_used.cput=00:26:49,=00:26:49,=00:26:49,00:26:49,00,26:49,1609
resources_used.cput=00:26:49,=00:26:49,=00:26:49,00:26:49,00,26:49,1609
resources_used.cput=00:26:50,=00:26:50,=00:26:50,00:26:50,00,26:50,1610
resources_used.cput=00:26:50,=00:26:50,=00:26:50,00:26:50,00,26:50,1610
resources_used.cput=00:26:51,=00:26:51,=00:26:51,00:26:51,00,26:51,1611
resources_used.cput=00:26:51,=00:26:51,=00:26:51,00:26:51,00,26:51,1611
resources_used.cput=00:26:51,=00:26:51,=00:26:51,00:26:51,00,26:51,1611
resources_used.cput=00:26:51,=00:26:51,=00:26:51,00:26:51,00,26:51,1611
resources_used.cput=00:26:52,=00:26:52,=00:26:52,00:26:52,00,26:52,1612
resources_used.cput=00:26:52,=00:26:52,=00:26:52,00:26:52,00,26:52,1612
resources_used.cput=00:26:53,=00:26:53,=00:26:53,00:26:53,00,26:53,1613
resources_used.cput=00:26:53,=00:26:53,=00:26:53,00:26:53,00,26:53,1613
resources_used.cput=00:26:53,=00:26:53,=00:26:53,00:26:53,00,26:53,1613
resources_used.cput=00:26:54,=00:26:54,=00:26:54,00:26:54,00,26:54,1614
resources_used.cput=00:26:54,=00:26:54,=00:26:54,00:26:54,00,26:54,1614
resources_used.cput=00:26:54,=00:26:54,=00:26:54,00:26:54,00,26:54,1614
resources_used.cput=00:26:55,=00:26:55,=00:26:55,00:26:55,00,26:55,1615
resources_used.cput=00:26:56,=00:26:56,=00:26:56,00:26:56,00,26:56,1616
resources_used.cput=00:26:56,=00:26:56,=00:26:56,00:26:56,00,26:56,1616
resources_used.cput=00:26:56,=00:26:56,=00:26:56,00:26:56,00,26:56,1616
resources_used.cput=00:26:57,=00:26:57,=00:26:57,00:26:57,00,26:57,1617
resources_used.cput=00:26:58,=00:26:58,=00:26:58,00:26:58,00,26:58,1618
resources_used.cput=00:26:58,=00:26:58,=00:26:58,00:26:58,00,26:58,1618
resources_used.cput=00:26:58,=00:26:58,=00:26:58,00:26:58,00,26:58,1618
resources_used.cput=00:26:59,=00:26:59,=00:26:59,00:26:59,00,26:59,1619
resources_used.cput=00:26:59,=00:26:59,=00:26:59,00:26:59,00,26:59,1619
resources_used.cput=00:26:59,=00:26:59,=00:26:59,00:26:59,00,26:59,1619
resources_used.cput=00:27:00,=00:27:00,=00:27:00,00:27:00,00,27:00,1620
resources_used.cput=00:27:00,=00:27:00,=00:27:00,00:27:00,00,27:00,1620
resources_used.cput=00:27:00,=00:27:00,=00:27:00,00:27:00,00,27:00,1620
resources_used.cput=00:27:01,=00:27:01,=00:27:01,00:27:01,00,27:01,1621
resources_used.cput=00:27:01,=00:27:01,=00:27:01,00:27:01,00,27:01,1621
resources_used.cput=00:27:01,=00:27:01,=00:27:01,00:27:01,00,27:01,1621
resources_used.cput=00:27:02,=00:27:02,=00:27:02,00:27:02,00,27:02,1622
resources_used.cput=00:27:02,=00:27:02,=00:27:02,00:27:02,00,27:02,1622
resources_used.cput=00:27:03,=00:27:03,=00:27:03,00:27:03,00,27:03,1623
resources_used.cput=00:27:03,=00:27:03,=00:27:03,00:27:03,00,27:03,1623
resources_used.cput=00:27:03,=00:27:03,=00:27:03,00:27:03,00,27:03,1623
resources_used.cput=00:27:05,=00:27:05,=00:27:05,00:27:05,00,27:05,1625
resources_used.cput=00:27:05,=00:27:05,=00:27:05,00:27:05,00,27:05,1625
resources_used.cput=00:27:05,=00:27:05,=00:27:05,00:27:05,00,27:05,1625
resources_used.cput=00:27:05,=00:27:05,=00:27:05,00:27:05,00,27:05,1625
resources_used.cput=00:27:06,=00:27:06,=00:27:06,00:27:06,00,27:06,1626
resources_used.cput=00:27:06,=00:27:06,=00:27:06,00:27:06,00,27:06,1626
resources_used.cput=00:27:06,=00:27:06,=00:27:06,00:27:06,00,27:06,1626
resources_used.cput=00:27:06,=00:27:06,=00:27:06,00:27:06,00,27:06,1626
resources_used.cput=00:27:07,=00:27:07,=00:27:07,00:27:07,00,27:07,1627
resources_used.cput=00:27:07,=00:27:07,=00:27:07,00:27:07,00,27:07,1627
resources_used.cput=00:27:10,=00:27:10,=00:27:10,00:27:10,00,27:10,1630
resources_used.cput=00:27:11,=00:27:11,=00:27:11,00:27:11,00,27:11,1631
resources_used.cput=00:27:11,=00:27:11,=00:27:11,00:27:11,00,27:11,1631
resources_used.cput=00:27:11,=00:27:11,=00:27:11,00:27:11,00,27:11,1631
resources_used.cput=00:27:11,=00:27:11,=00:27:11,00:27:11,00,27:11,1631
resources_used.cput=00:27:12,=00:27:12,=00:27:12,00:27:12,00,27:12,1632
resources_used.cput=00:27:12,=00:27:12,=00:27:12,00:27:12,00,27:12,1632
resources_used.cput=00:27:12,=00:27:12,=00:27:12,00:27:12,00,27:12,1632
resources_used.cput=00:27:13,=00:27:13,=00:27:13,00:27:13,00,27:13,1633
resources_used.cput=00:27:13,=00:27:13,=00:27:13,00:27:13,00,27:13,1633
resources_used.cput=00:27:14,=00:27:14,=00:27:14,00:27:14,00,27:14,1634
resources_used.cput=00:27:15,=00:27:15,=00:27:15,00:27:15,00,27:15,1635
resources_used.cput=00:27:15,=00:27:15,=00:27:15,00:27:15,00,27:15,1635
resources_used.cput=00:27:16,=00:27:16,=00:27:16,00:27:16,00,27:16,1636
resources_used.cput=00:27:16,=00:27:16,=00:27:16,00:27:16,00,27:16,1636
resources_used.cput=00:27:16,=00:27:16,=00:27:16,00:27:16,00,27:16,1636
resources_used.cput=00:27:16,=00:27:16,=00:27:16,00:27:16,00,27:16,1636
resources_used.cput=00:27:16,=00:27:16,=00:27:16,00:27:16,00,27:16,1636
resources_used.cput=00:27:19,=00:27:19,=00:27:19,00:27:19,00,27:19,1639
resources_used.cput=00:27:20,=00:27:20,=00:27:20,00:27:20,00,27:20,1640
resources_used.cput=00:27:20,=00:27:20,=00:27:20,00:27:20,00,27:20,1640
resources_used.cput=00:27:21,=00:27:21,=00:27:21,00:27:21,00,27:21,1641
resources_used.cput=00:27:23,=00:27:23,=00:27:23,00:27:23,00,27:23,1643
resources_used.cput=00:27:23,=00:27:23,=00:27:23,00:27:23,00,27:23,1643
resources_used.cput=00:27:23,=00:27:23,=00:27:23,00:27:23,00,27:23,1643
resources_used.cput=00:27:23,=00:27:23,=00:27:23,00:27:23,00,27:23,1643
resources_used.cput=00:27:24,=00:27:24,=00:27:24,00:27:24,00,27:24,1644
resources_used.cput=00:27:24,=00:27:24,=00:27:24,00:27:24,00,27:24,1644
resources_used.cput=00:27:25,=00:27:25,=00:27:25,00:27:25,00,27:25,1645
resources_used.cput=00:27:26,=00:27:26,=00:27:26,00:27:26,00,27:26,1646
resources_used.cput=00:27:26,=00:27:26,=00:27:26,00:27:26,00,27:26,1646
resources_used.cput=00:27:26,=00:27:26,=00:27:26,00:27:26,00,27:26,1646
resources_used.cput=00:27:26,=00:27:26,=00:27:26,00:27:26,00,27:26,1646
resources_used.cput=00:27:27,=00:27:27,=00:27:27,00:27:27,00,27:27,1647
resources_used.cput=00:27:27,=00:27:27,=00:27:27,00:27:27,00,27:27,1647
resources_used.cput=00:27:28,=00:27:28,=00:27:28,00:27:28,00,27:28,1648
resources_used.cput=00:27:28,=00:27:28,=00:27:28,00:27:28,00,27:28,1648
resources_used.cput=00:27:29,=00:27:29,=00:27:29,00:27:29,00,27:29,1649
resources_used.cput=00:27:29,=00:27:29,=00:27:29,00:27:29,00,27:29,1649
resources_used.cput=00:27:29,=00:27:29,=00:27:29,00:27:29,00,27:29,1649
resources_used.cput=00:27:29,=00:27:29,=00:27:29,00:27:29,00,27:29,1649
resources_used.cput=00:27:30,=00:27:30,=00:27:30,00:27:30,00,27:30,1650
resources_used.cput=00:27:31,=00:27:31,=00:27:31,00:27:31,00,27:31,1651
resources_used.cput=00:27:32,=00:27:32,=00:27:32,00:27:32,00,27:32,1652
resources_used.cput=00:27:32,=00:27:32,=00:27:32,00:27:32,00,27:32,1652
resources_used.cput=00:27:32,=00:27:32,=00:27:32,00:27:32,00,27:32,1652
resources_used.cput=00:27:33,=00:27:33,=00:27:33,00:27:33,00,27:33,1653
resources_used.cput=00:27:33,=00:27:33,=00:27:33,00:27:33,00,27:33,1653
resources_used.cput=00:27:34,=00:27:34,=00:27:34,00:27:34,00,27:34,1654
resources_used.cput=00:27:34,=00:27:34,=00:27:34,00:27:34,00,27:34,1654
resources_used.cput=00:27:34,=00:27:34,=00:27:34,00:27:34,00,27:34,1654
resources_used.cput=00:27:35,=00:27:35,=00:27:35,00:27:35,00,27:35,1655
resources_used.cput=00:27:35,=00:27:35,=00:27:35,00:27:35,00,27:35,1655
resources_used.cput=00:27:35,=00:27:35,=00:27:35,00:27:35,00,27:35,1655
resources_used.cput=00:27:36,=00:27:36,=00:27:36,00:27:36,00,27:36,1656
resources_used.cput=00:27:37,=00:27:37,=00:27:37,00:27:37,00,27:37,1657
resources_used.cput=00:27:37,=00:27:37,=00:27:37,00:27:37,00,27:37,1657
resources_used.cput=00:27:37,=00:27:37,=00:27:37,00:27:37,00,27:37,1657
resources_used.cput=00:27:37,=00:27:37,=00:27:37,00:27:37,00,27:37,1657
resources_used.cput=00:27:37,=00:27:37,=00:27:37,00:27:37,00,27:37,1657
resources_used.cput=00:27:38,=00:27:38,=00:27:38,00:27:38,00,27:38,1658
resources_used.cput=00:27:39,=00:27:39,=00:27:39,00:27:39,00,27:39,1659
resources_used.cput=00:27:39,=00:27:39,=00:27:39,00:27:39,00,27:39,1659
resources_used.cput=00:27:39,=00:27:39,=00:27:39,00:27:39,00,27:39,1659
resources_used.cput=00:27:40,=00:27:40,=00:27:40,00:27:40,00,27:40,1660
resources_used.cput=00:27:40,=00:27:40,=00:27:40,00:27:40,00,27:40,1660
resources_used.cput=00:27:40,=00:27:40,=00:27:40,00:27:40,00,27:40,1660
resources_used.cput=00:27:40,=00:27:40,=00:27:40,00:27:40,00,27:40,1660
resources_used.cput=00:27:41,=00:27:41,=00:27:41,00:27:41,00,27:41,1661
resources_used.cput=00:27:42,=00:27:42,=00:27:42,00:27:42,00,27:42,1662
resources_used.cput=00:27:43,=00:27:43,=00:27:43,00:27:43,00,27:43,1663
resources_used.cput=00:27:44,=00:27:44,=00:27:44,00:27:44,00,27:44,1664
resources_used.cput=00:27:44,=00:27:44,=00:27:44,00:27:44,00,27:44,1664
resources_used.cput=00:27:45,=00:27:45,=00:27:45,00:27:45,00,27:45,1665
resources_used.cput=00:27:45,=00:27:45,=00:27:45,00:27:45,00,27:45,1665
resources_used.cput=00:27:45,=00:27:45,=00:27:45,00:27:45,00,27:45,1665
resources_used.cput=00:27:46,=00:27:46,=00:27:46,00:27:46,00,27:46,1666
resources_used.cput=00:27:47,=00:27:47,=00:27:47,00:27:47,00,27:47,1667
resources_used.cput=00:27:48,=00:27:48,=00:27:48,00:27:48,00,27:48,1668
resources_used.cput=00:27:50,=00:27:50,=00:27:50,00:27:50,00,27:50,1670
resources_used.cput=00:27:50,=00:27:50,=00:27:50,00:27:50,00,27:50,1670
resources_used.cput=00:27:52,=00:27:52,=00:27:52,00:27:52,00,27:52,1672
resources_used.cput=00:27:52,=00:27:52,=00:27:52,00:27:52,00,27:52,1672
resources_used.cput=00:27:52,=00:27:52,=00:27:52,00:27:52,00,27:52,1672
resources_used.cput=00:27:52,=00:27:52,=00:27:52,00:27:52,00,27:52,1672
resources_used.cput=00:27:53,=00:27:53,=00:27:53,00:27:53,00,27:53,1673
resources_used.cput=00:27:53,=00:27:53,=00:27:53,00:27:53,00,27:53,1673
resources_used.cput=00:27:54,=00:27:54,=00:27:54,00:27:54,00,27:54,1674
resources_used.cput=00:27:54,=00:27:54,=00:27:54,00:27:54,00,27:54,1674
resources_used.cput=00:27:54,=00:27:54,=00:27:54,00:27:54,00,27:54,1674
resources_used.cput=00:27:54,=00:27:54,=00:27:54,00:27:54,00,27:54,1674
resources_used.cput=00:27:54,=00:27:54,=00:27:54,00:27:54,00,27:54,1674
resources_used.cput=00:27:54,=00:27:54,=00:27:54,00:27:54,00,27:54,1674
resources_used.cput=00:27:54,=00:27:54,=00:27:54,00:27:54,00,27:54,1674
resources_used.cput=00:27:54,=00:27:54,=00:27:54,00:27:54,00,27:54,1674
resources_used.cput=00:27:55,=00:27:55,=00:27:55,00:27:55,00,27:55,1675
resources_used.cput=00:27:55,=00:27:55,=00:27:55,00:27:55,00,27:55,1675
resources_used.cput=00:27:55,=00:27:55,=00:27:55,00:27:55,00,27:55,1675
resources_used.cput=00:27:55,=00:27:55,=00:27:55,00:27:55,00,27:55,1675
resources_used.cput=00:27:55,=00:27:55,=00:27:55,00:27:55,00,27:55,1675
resources_used.cput=00:27:56,=00:27:56,=00:27:56,00:27:56,00,27:56,1676
resources_used.cput=00:27:57,=00:27:57,=00:27:57,00:27:57,00,27:57,1677
resources_used.cput=00:27:57,=00:27:57,=00:27:57,00:27:57,00,27:57,1677
resources_used.cput=00:27:57,=00:27:57,=00:27:57,00:27:57,00,27:57,1677
resources_used.cput=00:27:57,=00:27:57,=00:27:57,00:27:57,00,27:57,1677
resources_used.cput=00:27:57,=00:27:57,=00:27:57,00:27:57,00,27:57,1677
resources_used.cput=00:27:58,=00:27:58,=00:27:58,00:27:58,00,27:58,1678
resources_used.cput=00:27:59,=00:27:59,=00:27:59,00:27:59,00,27:59,1679
resources_used.cput=00:27:59,=00:27:59,=00:27:59,00:27:59,00,27:59,1679
resources_used.cput=00:27:59,=00:27:59,=00:27:59,00:27:59,00,27:59,1679
resources_used.cput=00:27:59,=00:27:59,=00:27:59,00:27:59,00,27:59,1679
resources_used.cput=00:28:00,=00:28:00,=00:28:00,00:28:00,00,28:00,1680
resources_used.cput=00:28:01,=00:28:01,=00:28:01,00:28:01,00,28:01,1681
resources_used.cput=00:28:01,=00:28:01,=00:28:01,00:28:01,00,28:01,1681
resources_used.cput=00:28:02,=00:28:02,=00:28:02,00:28:02,00,28:02,1682
resources_used.cput=00:28:02,=00:28:02,=00:28:02,00:28:02,00,28:02,1682
resources_used.cput=00:28:03,=00:28:03,=00:28:03,00:28:03,00,28:03,1683
resources_used.cput=00:28:03,=00:28:03,=00:28:03,00:28:03,00,28:03,1683
resources_used.cput=00:28:03,=00:28:03,=00:28:03,00:28:03,00,28:03,1683
resources_used.cput=00:28:04,=00:28:04,=00:28:04,00:28:04,00,28:04,1684
resources_used.cput=00:28:05,=00:28:05,=00:28:05,00:28:05,00,28:05,1685
resources_used.cput=00:28:06,=00:28:06,=00:28:06,00:28:06,00,28:06,1686
resources_used.cput=00:28:08,=00:28:08,=00:28:08,00:28:08,00,28:08,1688
resources_used.cput=00:28:08,=00:28:08,=00:28:08,00:28:08,00,28:08,1688
resources_used.cput=00:28:08,=00:28:08,=00:28:08,00:28:08,00,28:08,1688
resources_used.cput=00:28:09,=00:28:09,=00:28:09,00:28:09,00,28:09,1689
resources_used.cput=00:28:09,=00:28:09,=00:28:09,00:28:09,00,28:09,1689
resources_used.cput=00:28:10,=00:28:10,=00:28:10,00:28:10,00,28:10,1690
resources_used.cput=00:28:11,=00:28:11,=00:28:11,00:28:11,00,28:11,1691
resources_used.cput=00:28:11,=00:28:11,=00:28:11,00:28:11,00,28:11,1691
resources_used.cput=00:28:11,=00:28:11,=00:28:11,00:28:11,00,28:11,1691
resources_used.cput=00:28:12,=00:28:12,=00:28:12,00:28:12,00,28:12,1692
resources_used.cput=00:28:12,=00:28:12,=00:28:12,00:28:12,00,28:12,1692
resources_used.cput=00:28:12,=00:28:12,=00:28:12,00:28:12,00,28:12,1692
resources_used.cput=00:28:13,=00:28:13,=00:28:13,00:28:13,00,28:13,1693
resources_used.cput=00:28:13,=00:28:13,=00:28:13,00:28:13,00,28:13,1693
resources_used.cput=00:28:13,=00:28:13,=00:28:13,00:28:13,00,28:13,1693
resources_used.cput=00:28:13,=00:28:13,=00:28:13,00:28:13,00,28:13,1693
resources_used.cput=00:28:14,=00:28:14,=00:28:14,00:28:14,00,28:14,1694
resources_used.cput=00:28:14,=00:28:14,=00:28:14,00:28:14,00,28:14,1694
resources_used.cput=00:28:15,=00:28:15,=00:28:15,00:28:15,00,28:15,1695
resources_used.cput=00:28:15,=00:28:15,=00:28:15,00:28:15,00,28:15,1695
resources_used.cput=00:28:16,=00:28:16,=00:28:16,00:28:16,00,28:16,1696
resources_used.cput=00:28:16,=00:28:16,=00:28:16,00:28:16,00,28:16,1696
resources_used.cput=00:28:16,=00:28:16,=00:28:16,00:28:16,00,28:16,1696
resources_used.cput=00:28:16,=00:28:16,=00:28:16,00:28:16,00,28:16,1696
resources_used.cput=00:28:16,=00:28:16,=00:28:16,00:28:16,00,28:16,1696
resources_used.cput=00:28:17,=00:28:17,=00:28:17,00:28:17,00,28:17,1697
resources_used.cput=00:28:17,=00:28:17,=00:28:17,00:28:17,00,28:17,1697
resources_used.cput=00:28:17,=00:28:17,=00:28:17,00:28:17,00,28:17,1697
resources_used.cput=00:28:17,=00:28:17,=00:28:17,00:28:17,00,28:17,1697
resources_used.cput=00:28:17,=00:28:17,=00:28:17,00:28:17,00,28:17,1697
resources_used.cput=00:28:19,=00:28:19,=00:28:19,00:28:19,00,28:19,1699
resources_used.cput=00:28:20,=00:28:20,=00:28:20,00:28:20,00,28:20,1700
resources_used.cput=00:28:20,=00:28:20,=00:28:20,00:28:20,00,28:20,1700
resources_used.cput=00:28:20,=00:28:20,=00:28:20,00:28:20,00,28:20,1700
resources_used.cput=00:28:21,=00:28:21,=00:28:21,00:28:21,00,28:21,1701
resources_used.cput=00:28:22,=00:28:22,=00:28:22,00:28:22,00,28:22,1702
resources_used.cput=00:28:22,=00:28:22,=00:28:22,00:28:22,00,28:22,1702
resources_used.cput=00:28:22,=00:28:22,=00:28:22,00:28:22,00,28:22,1702
resources_used.cput=00:28:22,=00:28:22,=00:28:22,00:28:22,00,28:22,1702
resources_used.cput=00:28:23,=00:28:23,=00:28:23,00:28:23,00,28:23,1703
resources_used.cput=00:28:23,=00:28:23,=00:28:23,00:28:23,00,28:23,1703
resources_used.cput=00:28:23,=00:28:23,=00:28:23,00:28:23,00,28:23,1703
resources_used.cput=00:28:24,=00:28:24,=00:28:24,00:28:24,00,28:24,1704
resources_used.cput=00:28:25,=00:28:25,=00:28:25,00:28:25,00,28:25,1705
resources_used.cput=00:28:25,=00:28:25,=00:28:25,00:28:25,00,28:25,1705
resources_used.cput=00:28:26,=00:28:26,=00:28:26,00:28:26,00,28:26,1706
resources_used.cput=00:28:28,=00:28:28,=00:28:28,00:28:28,00,28:28,1708
resources_used.cput=00:28:29,=00:28:29,=00:28:29,00:28:29,00,28:29,1709
resources_used.cput=00:28:29,=00:28:29,=00:28:29,00:28:29,00,28:29,1709
resources_used.cput=00:28:29,=00:28:29,=00:28:29,00:28:29,00,28:29,1709
resources_used.cput=00:28:30,=00:28:30,=00:28:30,00:28:30,00,28:30,1710
resources_used.cput=00:28:30,=00:28:30,=00:28:30,00:28:30,00,28:30,1710
resources_used.cput=00:28:31,=00:28:31,=00:28:31,00:28:31,00,28:31,1711
resources_used.cput=00:28:31,=00:28:31,=00:28:31,00:28:31,00,28:31,1711
resources_used.cput=00:28:31,=00:28:31,=00:28:31,00:28:31,00,28:31,1711
resources_used.cput=00:28:32,=00:28:32,=00:28:32,00:28:32,00,28:32,1712
resources_used.cput=00:28:32,=00:28:32,=00:28:32,00:28:32,00,28:32,1712
resources_used.cput=00:28:33,=00:28:33,=00:28:33,00:28:33,00,28:33,1713
resources_used.cput=00:28:34,=00:28:34,=00:28:34,00:28:34,00,28:34,1714
resources_used.cput=00:28:34,=00:28:34,=00:28:34,00:28:34,00,28:34,1714
resources_used.cput=00:28:37,=00:28:37,=00:28:37,00:28:37,00,28:37,1717
resources_used.cput=00:28:37,=00:28:37,=00:28:37,00:28:37,00,28:37,1717
resources_used.cput=00:28:37,=00:28:37,=00:28:37,00:28:37,00,28:37,1717
resources_used.cput=00:28:37,=00:28:37,=00:28:37,00:28:37,00,28:37,1717
resources_used.cput=00:28:37,=00:28:37,=00:28:37,00:28:37,00,28:37,1717
resources_used.cput=00:28:38,=00:28:38,=00:28:38,00:28:38,00,28:38,1718
resources_used.cput=00:28:38,=00:28:38,=00:28:38,00:28:38,00,28:38,1718
resources_used.cput=00:28:38,=00:28:38,=00:28:38,00:28:38,00,28:38,1718
resources_used.cput=00:28:39,=00:28:39,=00:28:39,00:28:39,00,28:39,1719
resources_used.cput=00:28:39,=00:28:39,=00:28:39,00:28:39,00,28:39,1719
resources_used.cput=00:28:40,=00:28:40,=00:28:40,00:28:40,00,28:40,1720
resources_used.cput=00:28:41,=00:28:41,=00:28:41,00:28:41,00,28:41,1721
resources_used.cput=00:28:42,=00:28:42,=00:28:42,00:28:42,00,28:42,1722
resources_used.cput=00:28:42,=00:28:42,=00:28:42,00:28:42,00,28:42,1722
resources_used.cput=00:28:42,=00:28:42,=00:28:42,00:28:42,00,28:42,1722
resources_used.cput=00:28:42,=00:28:42,=00:28:42,00:28:42,00,28:42,1722
resources_used.cput=00:28:42,=00:28:42,=00:28:42,00:28:42,00,28:42,1722
resources_used.cput=00:28:42,=00:28:42,=00:28:42,00:28:42,00,28:42,1722
resources_used.cput=00:28:42,=00:28:42,=00:28:42,00:28:42,00,28:42,1722
resources_used.cput=00:28:42,=00:28:42,=00:28:42,00:28:42,00,28:42,1722
resources_used.cput=00:28:42,=00:28:42,=00:28:42,00:28:42,00,28:42,1722
resources_used.cput=00:28:43,=00:28:43,=00:28:43,00:28:43,00,28:43,1723
resources_used.cput=00:28:43,=00:28:43,=00:28:43,00:28:43,00,28:43,1723
resources_used.cput=00:28:43,=00:28:43,=00:28:43,00:28:43,00,28:43,1723
resources_used.cput=00:28:44,=00:28:44,=00:28:44,00:28:44,00,28:44,1724
resources_used.cput=00:28:44,=00:28:44,=00:28:44,00:28:44,00,28:44,1724
resources_used.cput=00:28:44,=00:28:44,=00:28:44,00:28:44,00,28:44,1724
resources_used.cput=00:28:45,=00:28:45,=00:28:45,00:28:45,00,28:45,1725
resources_used.cput=00:28:46,=00:28:46,=00:28:46,00:28:46,00,28:46,1726
resources_used.cput=00:28:46,=00:28:46,=00:28:46,00:28:46,00,28:46,1726
resources_used.cput=00:28:46,=00:28:46,=00:28:46,00:28:46,00,28:46,1726
resources_used.cput=00:28:46,=00:28:46,=00:28:46,00:28:46,00,28:46,1726
